Dataset	ParentIonIndex	MZ	SurveyScanNumber	FragScanNumber	OptimalPeakApexScanNumber	PeakApexOverrideParentIonIndex	CustomSICPeak	PeakScanStart	PeakScanEnd	PeakScanMaxIntensity	PeakMaxIntensity	PeakSignalToNoiseRatio	FWHMInScans	PeakArea	ParentIonIntensity	PeakBaselineNoiseLevel	PeakBaselineNoiseStDev	PeakBaselinePointsUsed	StatMomentsArea	CenterOfMassScan	PeakStDev	PeakSkew	PeakKSStat	StatMomentsDataCountUsed	InterferenceScore
706504	26	583.2986	99	116	23	-1	0	1	120	23	3.7751E+07	1.505	35	4.3289E+09	2.9539E+07	2.5082E+07	4.63E+06	86	8.7777E+08	44	27.1	0.5694	0.3496	8	1
706504	27	649.849	99	113	1608	359	0	1	141	78	2.749E+07	1.087	104	3.7469E+09	2.6506E+07	2.5292E+07	5.34E+06	86	1.6173E+08	93	27.7	0.219	0.3307	7	1
706504	27	649.849	99	117	1608	359	0	1	141	78	2.749E+07	1.087	104	3.7469E+09	2.6506E+07	2.5292E+07	5.34E+06	86	1.6173E+08	93	27.7	0.219	0.3307	7	1
706504	27	649.849	99	118	1608	359	0	1	141	78	2.749E+07	1.087	104	3.7469E+09	2.6506E+07	2.5292E+07	5.34E+06	86	1.6173E+08	93	27.7	0.219	0.3307	7	1
706504	27	649.849	99	119	1608	359	0	1	141	78	2.749E+07	1.087	104	3.7469E+09	2.6506E+07	2.5292E+07	5.34E+06	86	1.6173E+08	93	27.7	0.219	0.3307	7	1
706504	28	432.8995	120	121	1020	242	0	120	288	183	1.7819E+09	1.106	83	3.0065E+11	1.6722E+09	1.611E+09	2.29E+08	86	7.2068E+09	178	24.6	-0.03097	0.3652	7	1
706504	28	432.8995	120	124	1020	242	0	120	288	183	1.7819E+09	1.106	83	3.0065E+11	1.6722E+09	1.611E+09	2.29E+08	86	7.2068E+09	178	24.6	-0.03097	0.3652	7	1
706504	28	432.8995	120	125	1020	242	0	120	288	183	1.7819E+09	1.106	83	3.0065E+11	1.6722E+09	1.611E+09	2.29E+08	86	7.2068E+09	178	24.6	-0.03097	0.3652	7	1
706504	28	432.8995	120	126	1020	242	0	120	288	183	1.7819E+09	1.106	83	3.0065E+11	1.6722E+09	1.611E+09	2.29E+08	86	7.2068E+09	178	24.6	-0.03097	0.3652	7	1
706504	29	433.9019	120	122	1020	242	0	120	288	162	2.0886E+08	1.216	30	3.3024E+10	1.7444E+08	1.7173E+08	2.58E+07	86	1.3077E+09	168	32.4	0.1215	0.3502	8	1
706504	29	433.9019	120	127	1020	242	0	120	288	162	2.0886E+08	1.216	30	3.3024E+10	1.7444E+08	1.7173E+08	2.58E+07	86	1.3077E+09	168	32.4	0.1215	0.3502	8	1
706504	29	433.9019	120	128	1020	242	0	120	288	162	2.0886E+08	1.216	30	3.3024E+10	1.7444E+08	1.7173E+08	2.58E+07	86	1.3077E+09	168	32.4	0.1215	0.3502	8	1
706504	29	433.9019	120	129	1020	242	0	120	288	162	2.0886E+08	1.216	30	3.3024E+10	1.7444E+08	1.7173E+08	2.58E+07	86	1.3077E+09	168	32.4	0.1215	0.3502	8	1
706504	30	648.8458	120	123	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	8.0249E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	0.8911
706504	30	648.8458	120	130	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	8.0249E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	0.8911
706504	30	648.8458	120	131	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	8.0249E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	0.8911
706504	30	648.8458	120	132	1608	359	0	1	162	57	9.5313E+07	1.155	70	1.4702E+10	8.0249E+07	8.252E+07	9.81E+06	85	7.4708E+08	64	21.2	0.2936	0.3742	6	0.8911
706504	31	583.2983	120	133	23	-1	0	1	120	23	3.7751E+07	1.505	35	4.3289E+09	2.8246E+07	2.5082E+07	4.63E+06	86	8.7777E+08	44	27.1	0.5694	0.3496	8	1
706504	31	583.2983	120	135	23	-1	0	1	120	23	3.7751E+07	1.505	35	4.3289E+09	2.8246E+07	2.5082E+07	4.63E+06	86	8.7777E+08	44	27.1	0.5694	0.3496	8	1
