Dataset	ScanNumber	Collision Mode	ParentIonMZ	BasePeakIntensity	BasePeakMZ	ReporterIonIntensityMax	Ion_126.128	Ion_127.125	Ion_127.131	Ion_128.128	Ion_128.134	Ion_129.131	Ion_129.138	Ion_130.135	Ion_130.141	Ion_131.138	Ion_131.144	Weighted Avg Pct Intensity Correction	Ion_126.128_SignalToNoise	Ion_127.125_SignalToNoise	Ion_127.131_SignalToNoise	Ion_128.128_SignalToNoise	Ion_128.134_SignalToNoise	Ion_129.131_SignalToNoise	Ion_129.138_SignalToNoise	Ion_130.135_SignalToNoise	Ion_130.141_SignalToNoise	Ion_131.138_SignalToNoise	Ion_131.144_SignalToNoise	Ion_126.128_Resolution	Ion_127.125_Resolution	Ion_127.131_Resolution	Ion_128.128_Resolution	Ion_128.134_Resolution	Ion_129.131_Resolution	Ion_129.138_Resolution	Ion_130.135_Resolution	Ion_130.141_Resolution	Ion_131.138_Resolution	Ion_131.144_Resolution
811913	20364	hcd	657.84	2599458.5	659.348	164384.63	70557.04	60251.09	77063.46	145606.33	164384.63	28721.13	19965.19	82881.3	0	112484.83	64488.6	5.1	23.6	20.06	28.11	49.61	55.96	12.91	10.29	28.39	30.29	37.03	21.65	64102	62702	64202	65802	66006	61602	62300	63502	64902	64902	64102
811913	20365	hcd	414.27	3187365.75	376.2766	1144462.59	264848.29	552929.75	440702.94	0	679587.87	0	102147.45	134791.55	0	81578.27	445754.91	4.7	129.16	267.76	227.4	574.45	343.21	174.5	75.46	72.5	305.8	41	220.15	66902	67202	67502	66806	68002	66402	66202	67102	66102	65102	66402
811913	20366	hcd	604.97	3982518	230.1703	1185511.26	252241.15	184265.98	207523.62	0	788715.94	0	25132.51	1185511.26	0	445538.2	407020.3	6.7	54.24	39.01	50.93	28.02	170.52	27.78	16.67	250.43	79.88	102.34	86.91	66002	65602	65902	65602	66502	64202	62902	66806	66202	65502	66202
811913	20367	hcd	584.66	2945474.5	584.3425	482180.54	179665.19	335742.39	324391.22	0	252064.69	0	38379.8	370357.96	0	153249.66	260582.3	5.1	36.38	66.38	67.96	65.33	54.43	23.32	12.96	72.59	94.21	31.97	52.66	65202	65902	66406	66302	65902	63102	61102	66102	65202	64502	65402
811913	20368	hcd	451.96	4191088.25	451.9632	388355.85	281642.64	219088.17	221898.89	0	171818.42	185482.5	33093.43	131209.76	0	97670.94	201932.3	4.5	291.7	224.89	252.35	417.14	192.5	212.02	52.87	143.38	338.39	101.6	210.66	66602	67302	67402	67006	67402	66702	65402	66702	66602	66202	66302
811913	20369	hcd	733.9	1665708.38	733.9006	606528.88	390903.54	606528.88	177204.19	0	237279.34	23427.5	23361.1	140970.03	157604.08	143030.4	286662.2	7.4	171.81	262.55	92.1	137.04	108.89	19.24	17.65	62.54	72.13	62.76	123.28	67102	66506	66002	66902	66702	63002	61202	65202	65502	65502	66306
811913	20370	hcd	470.26	2049305.25	502.2625	183230.57	77720.4	127279.68	92173.15	0	150693.01	37453.19	38976	79400.56	0	104163.51	76677.37	4.5	32.72	52.83	41.76	74.59	65.44	20.35	21.51	34.3	75.71	43.11	33.38	65302	65302	65702	66102	65802	64002	64702	64202	65606	64002	65102
811913	20371	hcd	789.43	1331174.63	789.425	537645.01	89639.35	147831.41	94899.77	146505.71	143078.78	33950.01	17459.73	537645.01	0	113045.64	156886.66	6.5	48	78.65	55.56	85.05	80.68	31.1	16.72	288.54	108.63	71.62	86.69	65902	66502	65302	66502	66002	64702	62202	65906	66902	66002	66002
811913	20373	hcd	520.79	50653604	488.7936	1048833.92	512573.79	827529.37	1048833.92	0	943227.88	0	118062.06	511135.27	0	434762.29	813917.03	5	84.02	133.34	178.62	124.48	164.93	16.09	32.12	84.17	165.36	72.3	134.76	66202	67102	67206	66902	66902	62902	64002	66102	65802	65502	66202
811913	20374	hcd	634.79	6540754	749.4045	1428905.57	236042.84	157220.23	249132.09	0	838638.59	0	23370.96	1428905.57	0	568662.67	415464.83	6.4	31.06	20.38	36.55	13.82	111.47	16.78	10.58	185.46	56	79.26	54.34	64402	63202	65302	63700	65902	62902	60300	66506	66002	65202	65402
811913	20375	hcd	563.34	51020008	563.3406	1996378.07	287049.72	906478.14	960219.21	0	1511689.36	670848.88	320806.04	1995889.93	0	1152046.46	1358799.15	4.2	23.13	72.17	79.64	165.03	125.88	66.46	35.77	161.89	135.85	95.3	109.48	63302	66202	66902	67006	66702	65602	64302	66902	66202	65702	66102
811913	20376	hcd	528.27	68009408	528.2701	996579.76	44373.71	352182.58	392309.32	0	577198.8	970179.9	391570.08	584891.23	0	996579.76	285741.71	4.4	16.21	121.85	140.79	108.92	213.37	341.55	151.3	229.33	201.34	344.23	103.13	62702	67102	66902	66602	66202	66902	66702	66802	65902	66006	66802
811913	20377	hcd	668.89	7525177	668.8911	1330980.04	345345.62	684803.12	549292.89	0	410181.31	48345.17	112035.6	1330980.04	0	478852.61	380892.49	5.7	149.29	291.27	248.76	298.48	192.42	53.52	63.8	563.17	241.4	221.47	166.18	67202	67302	67102	67302	66802	66202	65802	66106	67802	66502	66102
811913	20378	hcd	670.31	3344734.75	749.4043	440494.4	170751.6	335353.21	210460.72	0	440494.4	55578.38	56269.83	326361.83	0	222485.41	216260.11	5.3	27.25	52.73	36.44	42.53	72.03	12.48	13.66	52.21	37.57	36.1	34.35	65202	66002	64602	65602	66106	61802	62602	65302	64402	63702	64702
811913	20379	hcd	696.86	857286.19	505.2734	126454.63	64227.73	126454.63	57165.75	0	89264.23	0	35970.17	41567.13	0	44107.66	57235.07	4.6	20.7	40.41	20.39	38.06	30.31	14.35	13.86	14.35	28.03	14.55	19.13	63402	65706	62102	65902	64002	61002	62502	61202	63802	61102	63202
811913	20380	hcd	543.98	4589946	544.3668	1163689.31	491925.33	135196.21	168584.76	0	392268.63	0	78273.1	1163689.31	0	289091.34	283707.4	7.4	132.03	36.81	56.96	136.02	109.02	37.17	28.73	311.36	76.38	89.02	77.41	66302	65402	65902	66602	66202	64802	64502	66406	65802	66102	66102
811913	20381	hcd	754.44	1056305.25	754.4401	654030.13	654030.13	227995.45	136636.86	0	168888.29	0	12255.98	79567.29	0	241220.99	253742.83	7.8	327.65	112.53	94.04	117.91	88.28	20.54	12.09	42.72	60.4	116.27	122.72	67306	66602	66502	66802	66502	63002	60802	65402	64902	65602	66306
811913	20382	hcd	429.62	5179137	429.6243	811661.19	313119.11	328777.52	399442.66	0	389359.82	83970.32	93591.51	186165.98	0	303511.53	340344.82	4.9	107.63	113.03	146.65	286.14	143.28	46.91	42.77	67.76	132.3	103.81	118.05	66902	66702	67002	67106	66702	65702	65102	66202	65602	65402	66402
811913	20383	hcd	766.94	3623309.25	766.9386	1661571.78	321093.29	264425.29	441136.74	1661571.78	706784.25	9876.46	81528.11	276352.64	0	279563.11	260069.66	7.1	108.83	91.98	160.09	563.17	248.49	39.68	49.44	94.4	312.59	94.92	95.69	67002	66802	66602	67506	66802	65402	65502	66602	66302	65702	66202
811913	20384	hcd	727.82	507946.44	749.4045	72100.26	37152.86	42644.58	38221.01	0	62844.77	0	3499.24	72052.47	0	44038.96	47294.54	4.8	24.22	27.59	27.22	41.51	42.5	13.79	5.86	47.32	47.09	29.7	31.49	64502	64202	64802	65202	65302	62402	61600	65306	65002	63502	64502
811913	20385	hcd	510.33	3758992.5	510.3359	469533.59	469533.59	306803.97	199917.38	0	205354.93	162151.84	57065.43	165201.62	0	134500.3	260510.6	5.1	272.12	176.43	138.06	212.66	127.73	106.25	44.22	100.84	180.09	79.22	152.17	66906	67002	66802	67202	66602	66202	65002	66602	65806	65602	66502
811913	20386	hcd	778.4	626248.19	571.3663	81068.39	47963.21	81068.39	54830.48	60924.46	67192.02	27403.19	8733.85	29292.6	0	27660.84	52622.15	4.6	38.29	64.04	47.33	54	56.63	25.15	10.72	24.95	32.07	22.56	42.2	65202	65706	65902	66302	65702	64002	59100	64002	64002	63802	65406
811913	20388	hcd	807.36	703738.88	589.2976	160289.63	10626.42	41046.03	47181.97	0	64437.73	0	3735.91	7641.63	0	9742	50318.66	6	2.58	9.9	11.6	38.73	16.06	7.94	2.37	2.15	22.14	2.33	12.41	44700	61400	60502	65006	61802	58500	46200	42400	61802	45900	60602
811913	20389	hcd	393.77	14636244	393.7745	1461724.07	591436.79	1461724.07	1107749.94	833414.34	503581.88	260938.25	89526.65	369158.28	0	295453	1262889.61	5.8	200.37	487.62	390.23	320.78	196.27	107.9	46.12	130.97	243.67	102.8	425.97	66902	67806	67602	66602	67202	66102	65002	66302	66502	67402	66006
811913	20390	hcd	425.28	11089546	425.2841	2235880.97	551832.26	246793.79	392376.71	317326.44	1609745.45	32296.88	0	2235880.97	0	1709560.26	962152.93	5.9	148.4	65.74	122.58	89.58	434.91	30.57	26.81	597.79	184.06	464.77	254.38	67102	65902	66302	66502	66902	64202	65102	66806	67202	66302	66902
811913	20392	hcd	862.44	3998620.25	862.4359	1215174.98	172044.12	214275.06	359308.9	0	152375.14	237560.83	1215174.98	56124.48	0	759719.38	241378.26	7.5	26.35	32.34	56.88	31.9	31.54	37.49	185.78	14.49	54.42	114.15	37.77	64802	65502	65002	64902	65202	65702	66506	62402	65502	65702	64902
811913	20393	hcd	533.34	16393035	533.34	1095451.64	327017.39	628485.53	598955.82	0	914246.01	104436.9	99550.74	556832.41	0	370931.76	626048.81	4.7	62.45	118.21	120.28	157.14	180.34	31.31	34.03	105.99	207.02	72.37	122.16	66402	66502	66702	67502	66602	65302	65002	66802	65806	66002	65902
811913	20394	hcd	599.27	3488768.25	749.4048	468864.09	83877.88	69330.82	81337.77	0	300514.85	34719.96	0	468864.09	0	174729.68	149935.7	6.1	34.82	28.35	38.01	20.81	125.4	20.57	3.9	191.41	60.19	77.24	61.69	64802	64002	65602	63802	65902	63802	46000	66306	65702	65402	65202
811913	20395	hcd	414.59	8817825	376.2766	1748040.05	826180.04	1748040.05	766584.53	0	660230.04	132926.65	106323.31	266025.44	0	332255.35	841201.77	6.1	165.72	345.34	167.28	219.85	142.69	39.63	34.58	55.47	221.04	66.56	170.75	67002	67006	66502	66702	66602	65602	65302	66202	66202	66102	66302
811913	20396	hcd	473.33	14509429	473.3272	1238725.95	502288.49	916244.84	549203.02	0	874462.35	120277.35	38838.54	527444.73	0	315147.92	557848.67	5.3	125.1	226.46	148.82	324.42	226.58	51.89	29.75	132.49	278.92	80.73	143.2	67002	66902	66702	67606	66902	65902	64602	66502	66702	65702	66202
811913	20397	hcd	428.6	6382857.5	458.2828	1161436.81	545267.8	1161436.81	571566.23	0	651496.54	0	165697.01	240914.95	0	192935.57	745889.54	5.8	221.89	466.75	252.84	209.66	282.63	33.48	88.17	100.53	241.61	81.03	306.02	67002	67406	66802	67102	67102	64402	66102	66702	65902	65802	66406
811913	20398	hcd	493.62	6520001.5	493.3113	366732.5	223267.53	298841.95	161851.42	0	290758.12	0	59829.46	299662.79	0	200898.22	234628.28	4.8	118.34	157.57	96.98	207.05	160.94	55.41	45.17	162.18	181.95	110.52	127.79	67202	67002	66202	67106	66602	65702	64702	66202	66802	65902	66802
811913	20399	hcd	680.35	2338728	680.3452	460191.69	200987.92	169517.53	255946.94	0	385185.23	42679.55	66738.84	157863.02	0	420942.34	244260.75	5.3	57.44	48.8	79.14	135.91	116.24	21.49	28.79	50.06	123.56	121.78	73.88	65902	65602	66302	67206	66502	63302	64102	64902	66402	65702	65802
811913	20400	hcd	540.31	6699598.5	540.3112	343158.98	145594.84	162425.84	206125.05	0	343158.98	0	42721.48	311215.32	0	134288.43	173232.41	4.6	44.88	49.9	68.16	101.93	110.01	41.3	21.9	97.28	106.1	44.23	55.71	65502	65602	66202	66402	66806	64902	63102	65502	66902	65202	65202
811913	20402	hcd	664.31	14312601	664.3125	2731783.94	486767.56	670126.38	805023.66	0	1214095.22	21283.44	0	212678.04	0	323094.36	540885.99	6.9	104.79	144.85	182.63	586.25	268.37	40.56	19.33	46.4	364	68.3	124.12	66502	67102	67302	66706	67402	64502	62802	66802	66502	65502	65702
811913	20403	hcd	653.89	3996388.75	653.8944	793973.95	305937.34	228503.36	308294.46	0	658579.44	0	55774.25	99657.52	0	104574.38	274314.86	6	101.53	76.72	113.15	270.01	225.9	57.26	33.34	36.11	104.78	35.44	93.02	67302	66202	66502	67606	67502	66002	64302	65202	66102	64402	66102
811913	20404	hcd	625.96	2972129.75	809.3896	798688.42	160181.06	179198.78	185899.82	144107.36	521218.58	34883.51	41640.66	798688.42	0	447417.75	328860.86	5.4	45.54	50.61	58.54	45.31	152.7	18.98	22.66	231.68	92.68	135.76	96.07	66102	65802	65502	65202	66802	63802	63602	65706	66902	66102	66202
811913	20405	hcd	439.97	5569033.5	439.9752	892180.56	70147.37	417303.21	324097.31	0	311206.54	0	45138.17	113438.9	0	115800.26	206105.69	6	76.62	444.57	356.11	721.39	359.09	215.43	94.68	132.28	944.67	125.06	246.78	66202	67902	67402	67002	67902	66902	65902	70000	66206	66002	66802
811913	20407	hcd	457.83	26139306	457.8267	1727533.5	705760.13	1687368.19	590990.82	0	1155056.05	0	67897.35	429896.73	0	396811.31	821796.85	6	212.37	502.28	198.4	462.16	359.36	88.95	54.58	133.56	517.46	120.55	256.85	67302	67006	66802	67002	67302	66902	65202	67702	66102	66202	66702
811913	20408	hcd	531.85	21956778	531.8508	818515.23	506309.35	547119.13	320263.77	0	559662.48	0	16812.27	207261.3	0	113338.8	552081.1	5.8	156.01	168.02	113	265.02	179.31	48.05	19.73	65.63	176.99	36.74	172.43	66902	67102	66502	66906	66902	65402	62802	66002	65802	65302	66102
811913	20409	hcd	544.37	12463281	544.3663	1119029.23	419501.87	370614.58	435642.23	599256.01	599902.39	179616.55	191341.09	1119029.23	0	409561.77	584401.53	4.7	70.31	61.71	79.41	105.01	105.61	40.68	39.68	186.41	96.75	73.62	97.59	66502	65602	66302	66502	66402	65502	65402	66606	66102	65502	66402
811913	20410	hcd	503.8	12661767	503.7976	899551.75	227326.2	899551.75	220429.04	0	226095.64	34882.05	51569.2	226808.95	0	153982.22	228299.47	7.1	109.88	427.34	115.75	171.36	116.46	28.6	35.6	109.63	178.79	75.88	112.17	66502	67206	66402	66902	66602	64502	65302	66602	65802	65602	66002
811913	20411	hcd	579.89	4580542	579.8845	614559.65	170505.51	164968.16	154430.52	0	282926.72	0	23908.67	614559.65	0	163951.24	241721.35	6	71.92	68.69	71.84	76.83	122.46	42.34	18.42	253.98	76.86	76.65	100.35	66502	66002	66202	66502	66802	64902	62802	65706	66902	65902	66002
811913	20412	hcd	559.31	5344801.5	559.3031	256498.17	48565.22	256498.17	228573.92	0	168985.37	0	31470.09	97408	0	52588.27	197252.59	5.3	32.25	164.68	151.67	143.65	119.58	36.45	30.63	63.97	158.26	35.37	128.62	64302	67106	67002	66902	66602	65002	64902	66002	65902	65302	66002
811913	20414	hcd	382.25	5538426.5	382.2504	1542703.26	1542703.26	1078283.84	625886.9	0	975119.34	0	87811.62	333068.76	0	274622.07	722627.71	5.4	970.69	668.71	471.88	956.95	629.54	498.1	105.79	226.96	682.89	170.37	450.47	67302	68002	67502	67104	67200	67102	66602	67202	66902	66302	66302
811913	20415	hcd	713.35	972158.44	120.0811	745253.79	0	100964.36	104970.49	0	518954.68	84720.3	31861.47	745253.79	0	371900.65	218480.21	5.5		14.53	16.32	12.28	76.19	15.75	10.44	108.37	60.28	56.99	33		60602	62602	62302	65902	63202	61300	65906	66102	65202	63902
811913	20416	hcd	444.82	20636054	444.8187	1990569.11	482735.2	1099905.3	701697.53	0	910967.94	137249.21	65847.28	483992.38	0	412702.84	640016.72	5.3	184.74	418.23	285.67	787.46	365.49	102.71	58.59	188.66	497.31	159.84	253.59	67002	67702	66702	67406	67202	66402	65002	66702	66702	66302	66702
811913	20417	hcd	506.97	2513824.75	490.3197	483705.45	100051.57	483705.45	234662.19	0	227849.64	43344.61	68043.49	193865.02	0	211957.42	236260.37	4.9	25.59	121.99	62.27	129	62.48	19.74	22.28	51.24	66.66	54.88	61.21	64102	66302	65802	67106	65002	63702	63302	65602	65002	65102	65602
811913	20418	hcd	467.97	1358245.63	467.9477	381197.43	104831.37	91060.51	111668.92	0	264633.02	59009.48	25756.02	381197.43	198576.89	152234.27	141222.24	5.4	67.28	57.82	78.6	92.07	172.62	48.6	28.88	240.65	126.75	103.42	91.26	66702	66302	66202	66902	66902	65602	64602	66406	66502	65502	66202
811913	20419	hcd	728.32	190524.89	749.4044	103148.36	43253.17	54765.7	50504.54	0	74734.34	24796.3	20107.6	75847.62	53979.59	51115.91	53126.11	4.2	16.69	21.11	21.14	41.61	30.36	12.7	9.9	30.16	21.75	20.64	20.94	61602	63302	64302	65806	64902	62302	58400	64002	63502	62602	62602
811913	20420	hcd	426.29	15665995	426.2922	1932540.18	1412360.06	1772746.6	652349.12	0	1052497.66	0	220426.38	754402.64	0	706971.08	1157723.76	5.7	377.13	469.98	206.8	550.24	293.89	75.33	81.44	205.37	284.29	190.57	308.49	67002	67402	66602	66906	67202	65802	66202	67202	66202	66302	66602
811913	20421	hcd	565.98	1146032.5	565.9805	190085.57	125037.3	163359.33	93164.4	0	136211.43	49168.41	37710.03	76023.26	0	71748.74	85819.99	4.9	48.95	63	40.64	62.54	55.48	22.85	19.34	30.44	73.12	27.78	34.34	65902	66002	65302	66402	65902	63602	64102	64502	65606	62802	64602
811913	20423	hcd	655.34	1248818.88	657.4144	137060.58	88551.95	93982.08	83467.84	0	125720.82	35780.64	16055.56	64175.76	0	64263.76	90097.42	4.5	19.56	20.57	20.19	31.65	28.79	9.86	5.59	14.58	22.01	14.13	19.77	62702	64202	63202	64606	64202	60900	57100	62302	64102	62202	62902
811913	20424	hcd	687.91	2511662.5	687.9138	802707.49	137492.58	232906.07	757091.43	0	128381.95	50922.68	118508.76	50880.08	0	802707.49	338797.37	7.3	53.31	86.96	289.41	61.36	69.21	22.71	52.72	30.53	203.63	295.53	131.47	66002	66602	67006	66102	65702	63302	65402	64500	66602	66806	65802
811913	20425	hcd	640.33	10275454	640.3329	2085337.65	521813.25	469054.48	757160.87	2085337.65	1235471.37	0	0	239325.91	0	195004.77	296404.23	6.7	178.79	163.09	277.74	720.96	439.03	26.74	35.01	81.75	400.11	68.55	113.17	67402	67402	67002	67606	67502	64302	64902	67502	66202	65302	66302
811913	20426	hcd	506.97	2749531.25	490.3198	526452.11	115562.65	526452.11	278413.25	0	245879.89	0	38246.54	215980.81	0	207100.52	283896.14	5.2	38.12	170.11	94.45	179.93	86.05	22.11	18.89	71.21	81.01	67.93	92.02	65802	66502	66502	67206	65402	63602	64302	65802	65502	65502	66102
811913	20427	hcd	479.82	9928214	479.817	650682.98	208991.96	377693.07	340169.95	0	286460.39	263211.21	87825.68	182325.37	0	153236.46	360785.81	3.9	55.15	98.69	94.12	178.59	81.43	78.81	29.74	51.55	104.73	40.85	95.24	65902	66502	66602	66906	66102	65902	64302	65802	65602	64602	65702
811913	20428	hcd	745.44	2170433.75	745.4374	506118.36	358071.09	506118.36	236498.09	438370.56	221603.72	12657.17	11434.62	177381.22	0	81025.31	235779.08	6.3	299.08	415.41	220.7	390.39	196.22	36.53	30.78	143.47	386	69.65	199.16	67402	67406	66802	67102	66602	64902	63802	66702	66606	65802	66002
811913	20429	hcd	862.43	420262.06	862.4357	120996.15	31772.93	63445.7	65681.76	0	48608.05	39306.06	120996.15	28663.26	0	81036.5	56854.86	4.7	27.04	53.27	58.17	46.27	47.63	36.08	105.84	28.28	62.59	68.36	49.27	64902	65802	65602	65302	65502	64302	66306	64002	65102	65202	65002
811913	20431	hcd	559.3	13308314	559.2998	753615.46	153102.44	601270.5	483357.83	552812.69	391572.36	0	49157.9	211447.46	0	116703.42	453034.86	5.3	53.26	203.86	170.72	203.71	145.11	35.44	31.43	72.75	256.83	41.63	159.22	65702	67402	67002	66602	66902	65002	64902	66802	66506	65802	65702
811913	20432	hcd	593.37	3190429.25	593.3677	265260.9	86527.96	134514.84	152832.88	0	206530.97	0	178871.28	121218.67	0	265260.9	182632.27	3.1	30.03	45.85	55.6	57.46	75.41	34.77	66.16	44.99	85.58	89.2	63.16	64502	66502	65402	66002	66402	64702	65702	64802	65902	65606	65302
811913	20433	hcd	586.32	1002208.25	586.3189	232556.8	77923.68	92011.02	112735.93	0	119665.42	0	19647.15	113966.82	0	196098.31	191476.59	4.1	21.78	25.41	33.43	28.56	35.63	21.01	9.16	34.02	65.73	54.51	54.25	64102	64602	64502	64502	64702	63502	61800	64602	65206	65402	65102
811913	20435	hcd	459.75	32439380	504.3353	3984582.65	1337395.74	1183617.01	938667.61	0	2774701.78	891156.06	95218.63	3984582.65	0	1879983.64	2012633.9	5.4	98.18	86.19	79.03	125.81	206.82	78.87	22.73	291.9	166.38	144.87	148.26	66902	63602	66402	66602	67102	65902	63802	66906	66202	65902	66802
811913	20436	hcd	697.86	4755361	697.8598	973733.88	308179.57	973733.88	398233.59	0	326879.42	30797.67	32546.81	146039.33	0	135706.04	399385.6	6.5	81.52	252.36	111.61	125.93	92.42	15.82	15.1	38.71	74.06	35.66	102.99	66402	67106	66502	67002	66502	61802	62802	64902	65102	64302	66006
811913	20437	hcd	578.8	6720781	578.7983	393913.44	118042.25	327765.19	274986.3	393913.44	241465.36	52348.02	41320.45	155300.86	0	155844.06	357183.04	4.6	42.47	115.75	101.89	148.23	92.46	28.22	22.86	56.47	129.64	55.43	126.43	65502	66102	66702	66606	65902	64402	63802	66002	65702	65202	66102
811913	20438	hcd	536.31	1671167.88	421.7149	226321.65	94639.15	224290.7	129004.87	0	162997.97	0	19070.39	167045.56	226321.65	100707.77	162884.46	4.9	49.79	116.06	72.26	93.44	89.72	31.36	17.93	88.02	118.74	54.42	86.45	66202	66706	65902	66502	66502	65102	62602	66502	65902	65102	66102
811913	20439	hcd	416.31	8640213	416.3073	1121974.9	894942.5	613321.73	380112.77	0	501344.93	145012.61	148566.45	259368.5	0	295615.71	670093.55	5.6	853.1	582.82	433.2	1107.69	504.42	206.14	181.41	257.04	580.79	280.86	634.02	67302	67302	67702	67506	67502	66802	66602	66902	66702	65902	66602
811913	20440	hcd	717.91	2347357	717.9145	1539338.45	350073.15	111852.66	74317.27	159905.38	123643.19	0	24919.62	1539338.45	0	113413.14	109448.7	9.9	195.92	62.23	57.49	93.69	72.16	41.24	19.13	837.31	60.65	95.7	61.01	67306	65802	66202	66602	65902	65602	63602	66406	71902	65802	65802
811913	20441	hcd	485.91	1603370.5	485.974	823931.74	37557.12	58091.91	51757.18	0	56157.81	0	24532.03	25836.57	0	32666.44	35545.83	9.9	24.75	38.01	36.3	79.54	39.56	531.99	19.6	45.76	57.71	21.69	24.85	63602	65902	65402	65702	65302	66806	75500	65102	65602	64102	63602
811913	20443	hcd	465.28	20569082	465.2853	2385033.84	224154.37	177044.09	315951.14	0	359024.08	7462.72	145404.11	2385033.84	281239.7	381874	259039.2	7.4	101.62	79.08	152.26	61.29	172.68	37.41	77.18	1059.05	131.62	211.46	118.23	66602	66402	66802	65602	66702	65202	65902	66806	69402	66102	66302
811913	20444	hcd	546.83	7352866	546.8291	524908.39	207473.42	524908.39	223426.72	0	322448.6	0	32036.59	92893.09	299986.58	146020.89	314632.83	5.3	72.86	182.2	85.17	193.47	118	34.29	20.28	34.69	107.07	50.48	109.63	66302	66202	66302	67106	66102	65102	62702	64802	66002	64702	66102
811913	20445	hcd	417.93	1048878.88	430.2875	131093.4	82127.07	108388.02	131093.4	0	82225.24	0	24242.54	48289.22	0	67833.01	108970.31	4.4	59.82	77.74	99.92	80.98	66.08	51.67	22.3	38.25	64.88	49.08	78.79	66002	66102	66606	66002	65802	65202	62802	65302	65602	64902	65006
811913	20446	hcd	412.02	975957.44	110.0717	877038.37	56384.38	112752.41	324096.28	0	114313.12	171990.84	877038.37	83513.21	0	310657.49	185654.96	6.5	52.67	101.59	297.21	181.02	141.62	162.33	783.18	90.62	242.94	273.8	169.11	65802	66602	67302	67102	66702	67402	66906	66702	66102	65702	66802
811913	20447	hcd	511.33	6871298.5	511.3286	491161.15	222638.87	349230.82	257810.56	0	340577.73	135630.14	97207.55	145174.27	0	197277.71	245238.16	4.1	153.84	239.45	192.43	335.44	248.61	113.76	89.14	107.89	341.56	136.21	176.08	66702	67402	67202	66702	67302	66002	66602	66502	66406	66402	66002
811913	20449	hcd	426.76	51152048	426.7628	5340821.49	2530440.39	1318678.14	1180408.49	0	5340821.49	0	121001.15	4914692.36	0	4576370.53	2773281.08	6.4	409.11	210.8	234	199.91	868.1	82.22	75.87	798.45	360.35	746.55	445.5	67402	67302	67302	68002	66906	66302	66102	66802	67102	67000	66700
811913	20450	hcd	451.29	9531116	451.2879	1376580.74	219369.03	574561.98	478661.67	0	604407.71	171741.8	95599.68	663207.76	1376580.74	219284.32	375274.04	5.7	74.31	191.55	168.42	289.85	213.98	78.99	56.21	221.24	453.87	79.73	136.98	66202	66802	67002	66602	67202	66102	65602	66902	66306	65702	66502
811913	20451	hcd	566.79	641774.19	566.8547	221447.67	137294.71	188355.48	92361.94	0	192920.76	102029.89	38866.54	93754.93	0	63487.07	107679.58	4.6	46.68	63.51	35.8	80.48	67.68	39.25	18.2	33.62	56.97	22.19	37.42	66102	65802	64902	66606	66002	65302	62602	64302	65502	63602	64202
811913	20452	hcd	1005.48	1790382.13	1005.485	461063.87	57967.51	100805.65	113353.61	461063.87	226007.76	0	3709.53	29698.44	0	45327.42	80662.4	7.1	35.8	63.06	74.15	286.41	143.39	14.18	14.5	18.72	154.76	27.91	53.76	64602	65602	66502	67106	66702	61102	62302	64300	65902	63902	65202
811913	20454	hcd	601.39	4385834	601.3851	589809.07	143334.02	148376.15	419347.73	0	151886.61	136137.32	43050.73	106046.18	0	178162.57	589809.07	6	52.41	53.66	155.81	119.56	65.39	56.18	19.9	42.51	60.17	64.68	210.97	65502	66302	66206	66302	65202	65402	61202	65302	65602	65402	66206
811913	20456	hcd	642.37	3840833.25	642.3639	1008145.82	213589.56	1008145.82	261069.7	0	256692.54	177519.06	50023.69	113060.46	0	128155.14	313319.56	6.5	110.95	517.8	145.86	238.49	144.27	105.59	40.98	65.56	259.96	67.76	168.78	67002	66906	67102	66902	66302	66102	64402	67302	66102	65702	66102
811913	20457	hcd	595.86	6422618	595.8559	669990.92	669990.92	624203.73	301573.7	0	410103.1	39206.52	22137.9	112016.89	0	192750.44	322281.11	6.4	135.48	125.36	72.52	133.3	87.29	16.12	11.37	24.03	82.1	38.94	66.43	66906	66902	65202	66602	65802	61402	61102	64102	65606	65102	65102
811913	20458	hcd	550.84	5487154.5	550.8359	300345.83	123521.75	274793.77	170007.2	0	300345.83	43660.45	110201.36	236527.27	0	128682.92	179741.16	5	69.38	151.42	102.46	46.72	174.83	29.88	72.8	132.8	112.3	75.3	101.5	66202	66502	66302	65402	66906	63602	66002	66202	66302	65402	66402
811913	20459	hcd	958.48	614320.06	716.3579	328348.33	12616.98	17722.38	35071.24	0	62376.94	0	5802.92	328348.33	0	108696.46	65731.45	6	8.91	12.2	25.63	9.65	44.81	23.12	7.22	225.04	32.34	81.98	45.13	60700	60702	64602	58600	65402	62902	57000	66006	66502	65102	64602
811913	20460	hcd	515.61	1252475.88	473.3293	191616.01	79183.4	163227.36	113251.33	0	108506.16	37336.88	29013.44	143404.13	0	79521.76	106037.64	4.5	47.2	95.53	71.07	111.45	68.52	29.99	23.44	84.04	111.73	48.15	63.58	66102	66402	66102	66502	65702	64902	63402	66402	66006	65002	66002
811913	20462	hcd	562.34	96422856	562.3408	7302386.99	1103404.7	828879.4	864573.87	383173.21	4385530.11	0	0	7302386.99	0	2442952.59	2086971.12	6.9	201.03	148.46	183.44	80.92	797.5	62.33	18.79	1297.29	341.34	477.62	374.59	67302	67302	66802	68900	67102	65502	61802	66704	64100	66102	66702
