Dataset	ParentIonIndex	MZ	SurveyScanNumber	FragScanNumber	OptimalPeakApexScanNumber	PeakApexOverrideParentIonIndex	CustomSICPeak	PeakScanStart	PeakScanEnd	PeakScanMaxIntensity	PeakMaxIntensity	PeakSignalToNoiseRatio	FWHMInScans	PeakArea	ParentIonIntensity	PeakBaselineNoiseLevel	PeakBaselineNoiseStDev	PeakBaselinePointsUsed	StatMomentsArea	CenterOfMassScan	PeakStDev	PeakSkew	PeakKSStat	StatMomentsDataCountUsed
0	138	462.3023	7444	7454	7444	-1	0	7378	7587	7444	3374.9	4.56	14	188955	1489.5	740.11	745	27	71095	7454	22.5	0.1884	0.2764	11
0	139	950.484	7455	7456	7466	108	0	7367	7587	7477	15531	1.771	78	1.7858E+06	13924	8769	5363	18	440882	7469	23.7	-0.0723	0.3274	11
0	140	820.3575	7455	7457	7444	-1	0	7378	7587	7444	10578	2.636	94	1.0390E+06	11632	4013.3	3525	27	394282	7451	22.1	0.1913	0.2926	11
0	141	1601.7396	7455	7458	7466	-1	0	7378	7587	7466	3677.5	2.081	49	373516	3305.1	1767.5	1477	27	102487	7468	18.9	-0.0474	0.3119	9
0	142	474.4482	7455	7459	7433	-1	0	7356	7587	7433	16198	3.496	79	1.4472E+06	8388.8	4633.8	3371	15	699912	7450	30	0.2604	0.2598	13
0	142	474.4482	7455	7462	7433	-1	0	7356	7587	7433	16198	3.496	79	1.4472E+06	8388.8	4633.8	3371	15	699912	7450	30	0.2604	0.2598	13
0	143	557.0975	7455	7460	7455	-1	0	7389	7587	7455	2689.6	2.387	39	252385	1943.9	1126.6	695	27	39550	7454	18.8	0.1078	0.3037	9
0	144	1903.4376	7455	7461	7433	-1	0	7367	7587	7433	1742	2.922	53	140650	2027.2	596.24	789	27	62006	7439	19.2	0.0368	0.3129	10
0	145	927.4031	7455	7463	7433	-1	0	7345	7587	7433	2148.3	1.997	59	283232	1685.3	1075.6	730	27	76208	7435	25.4	0.1172	0.2898	12
0	146	902.4917	7455	7464	7433	-1	0	7367	7587	7433	7222.4	6.764	14	277420	2044.8	1067.8	1435	27	120304	7440	18	0.1323	0.3189	9
0	147	610.3399	7455	7465	7444	-1	0	7367	7587	7444	3283.1	2.587	62	327954	3484.3	1268.9	1042	27	116431	7447	21	0.1322	0.2901	10
0	148	793.2827	7466	7467	7510	-1	0	7378	7587	7510	31817	1.014	44	4.5987E+06	15972	31386	6324	9	1.2763E+06	7511	12.7	-0.1173	0.3727	5
